height,weight,male,earn,earnk,ethnicity,education,mother_education,father_education,walk,exercise,smokenow,tense,angry,age
62,135.0,0,35000.0,35.0,White,15.0,15.0,15.0,6,6,2.0,0.0,0.0,39
66,130.0,0,15000.0,15.0,White,12.0,12.0,12.0,8,5,2.0,1.0,1.0,38
64,250.0,0,12000.0,12.0,White,12.0,12.0,12.0,7,6,2.0,0.0,0.0,39
71,135.0,1,8000.0,8.0,White,12.0,13.6,13.7,1,1,1.0,0.0,0.0,68
65,130.0,0,8000.0,8.0,White,12.0,12.0,12.0,7,1,1.0,0.0,0.0,50
73,225.0,1,35000.0,35.0,White,18.0,18.0,18.0,5,2,2.0,0.0,0.0,50
69,175.0,1,45000.0,45.0,White,11.0,13.6,13.7,8,1,1.0,0.0,0.0,51
64,175.0,0,0.0,0.0,White,12.0,12.0,12.0,8,7,2.0,0.0,0.0,58
64,118.0,0,5000.0,5.0,White,12.0,12.0,12.0,7,7,2.0,4.0,4.0,27
64,123.0,0,15000.0,15.0,White,14.0,14.0,14.0,4,2,2.0,0.0,0.0,22
61,136.0,0,15000.0,15.0,White,12.0,12.0,12.0,6,1,2.0,3.0,3.0,77
67,240.0,0,24000.0,24.0,White,18.0,18.0,18.0,7,2,2.0,3.0,3.0,51
62,189.0,0,25000.0,25.0,White,13.0,13.0,13.0,5,1,1.0,5.0,5.0,32
63,165.0,0,25000.0,25.0,Black,14.0,14.0,14.0,4,2,2.0,0.0,0.0,54
67,105.0,1,20000.0,20.0,Other,10.0,10.0,13.7,1,1,1.0,0.0,0.0,28
68,140.0,0,24000.0,24.0,White,12.0,12.0,12.0,8,4,2.0,0.0,0.0,24
72,165.0,1,44000.0,44.0,White,16.0,16.0,16.0,8,4,2.0,1.0,1.0,46
70,187.0,1,69000.0,69.0,White,12.0,12.0,12.0,7,1,1.0,0.0,0.0,38
70,188.0,1,62000.0,62.0,White,18.0,18.0,18.0,8,4,2.0,0.0,0.0,44
60,145.0,0,25000.0,25.0,Black,15.0,15.0,15.0,2,1,2.0,1.0,1.0,65
67,170.0,1,32000.0,32.0,Black,14.0,14.0,14.0,6,6,2.0,0.0,0.0,32
63,125.0,0,20000.0,20.0,Black,12.0,12.0,12.0,8,1,1.0,0.0,0.0,33
66,112.0,0,32000.0,32.0,Other,18.0,18.0,18.0,5,2,2.0,0.0,0.0,35
66,135.0,0,25000.0,25.0,White,17.0,17.0,17.0,8,5,2.0,1.0,1.0,50
71,185.0,1,170000.0,170.0,White,18.0,18.0,18.0,5,4,2.0,0.0,0.0,45
66,185.0,0,0.0,0.0,Black,11.0,11.0,11.0,8,5,2.0,2.0,2.0,29
67,170.0,1,35000.0,35.0,White,16.0,16.0,16.0,1,7,2.0,0.0,0.0,33
76,194.0,1,40000.0,40.0,Black,16.0,16.0,16.0,5,6,2.0,1.0,1.0,38
69,155.0,1,33000.0,33.0,White,14.0,14.0,14.0,5,7,2.0,3.0,3.0,30
65,145.0,0,18000.0,18.0,White,12.0,12.0,12.0,2,3,2.0,0.0,0.0,22
62,120.0,0,30000.0,30.0,White,13.0,13.0,13.0,2,1,1.0,1.0,1.0,43
62,112.0,0,26000.0,26.0,White,12.0,12.0,12.0,2,1,1.0,7.0,7.0,31
62,120.0,0,5000.0,5.0,White,12.0,12.0,12.0,2,2,1.0,4.0,4.0,21
69,163.0,0,5000.0,5.0,White,12.0,12.0,12.0,2,1,1.0,7.0,7.0,18
62,130.0,0,20000.0,20.0,White,16.0,16.0,16.0,8,1,2.0,0.0,0.0,73
61,105.0,0,17000.0,17.0,White,12.0,12.0,12.0,5,6,1.0,0.0,0.0,30
65,138.0,0,32000.0,32.0,White,14.0,14.0,14.0,2,1,1.0,2.0,2.0,28
72,170.0,1,15000.0,15.0,White,14.0,14.0,14.0,7,6,2.0,0.0,0.0,22
66,120.0,0,0.0,0.0,White,17.0,17.0,17.0,8,6,2.0,3.0,3.0,41
72,248.0,1,50000.0,50.0,White,14.0,14.0,14.0,8,1,2.0,0.0,0.0,55
64,138.0,0,8000.0,8.0,White,12.0,13.6,13.7,3,2,2.0,2.0,2.0,39
71,190.0,1,40000.0,40.0,White,14.0,14.0,14.0,8,3,2.0,0.0,0.0,51
72,185.0,1,40000.0,40.0,White,15.0,15.0,15.0,8,6,2.0,3.0,3.0,41
66,130.0,1,32750.0,32.75,White,12.0,12.0,13.7,7,5,1.0,0.0,0.0,34
68,170.0,1,5000.0,5.0,White,12.0,12.0,12.0,8,3,1.0,5.0,5.0,20
65,185.0,0,20000.0,20.0,White,14.0,14.0,14.0,3,1,2.0,0.0,0.0,69
65,128.0,0,36000.0,36.0,Black,15.0,15.0,15.0,8,7,2.0,0.0,0.0,39
62,170.0,0,6000.0,6.0,White,12.0,13.6,13.7,3,7,2.0,0.0,0.0,64
66,160.0,0,12000.0,12.0,Hispanic,14.0,14.0,14.0,7,7,2.0,2.0,2.0,34
67,150.0,1,60000.0,60.0,White,14.0,14.0,14.0,8,7,2.0,0.0,0.0,63
64,135.0,0,40000.0,40.0,White,13.0,13.0,13.0,8,2,1.0,0.0,0.0,44
74,185.0,1,5000.0,5.0,Hispanic,13.0,13.0,13.0,5,7,2.0,0.0,0.0,19
63,117.0,0,43000.0,43.0,White,12.0,12.0,12.0,5,6,2.0,0.0,0.0,38
67,150.0,0,45000.0,45.0,White,16.0,16.0,16.0,8,1,2.0,3.0,3.0,34
68,190.0,0,6000.0,6.0,White,18.0,18.0,18.0,3,1,2.0,5.0,5.0,39
64,154.0,0,8000.0,8.0,Other,10.0,13.6,10.0,7,1,2.0,0.0,0.0,82
64,170.0,0,20000.0,20.0,Black,13.0,13.0,13.0,8,1,2.0,5.0,5.0,39
66,165.0,1,17000.0,17.0,Black,12.0,12.0,12.0,8,6,2.0,0.0,0.0,23
65,112.0,0,2000.0,2.0,White,12.0,13.6,13.7,6,1,1.0,7.0,7.0,32
65,180.0,1,65000.0,65.0,White,12.0,12.0,12.0,8,3,2.0,0.0,0.0,28
72,180.0,1,50000.0,50.0,White,12.0,12.0,12.0,4,4,2.0,1.0,1.0,41
68,128.0,0,0.0,0.0,White,11.0,11.0,11.0,6,5,1.0,1.0,1.0,54
63,170.0,0,0.0,0.0,White,11.0,11.0,11.0,5,3,2.0,0.0,0.0,29
70,220.0,1,15000.0,15.0,White,13.0,13.6,13.7,1,1,2.0,0.0,0.0,21
68,140.0,0,11000.0,11.0,White,12.0,12.0,12.0,8,1,2.0,1.0,1.0,38
74,190.0,1,35000.0,35.0,White,18.0,18.0,18.0,5,7,2.0,0.0,0.0,30
63,185.0,1,27000.0,27.0,White,12.0,12.0,12.0,1,2,2.0,1.0,1.0,33
64,135.0,0,3500.0,3.5,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,61
65,132.0,0,15000.0,15.0,White,7.0,7.0,7.0,1,1,1.0,0.0,0.0,77
68,180.0,1,42000.0,42.0,White,12.0,12.0,12.0,8,4,1.0,2.0,2.0,37
61,200.0,0,15000.0,15.0,White,12.0,12.0,13.7,5,1,2.0,0.0,0.0,61
67,130.0,0,20000.0,20.0,White,18.0,18.0,18.0,3,3,2.0,0.0,0.0,29
67,125.0,0,15000.0,15.0,White,12.0,12.0,12.0,8,1,1.0,3.0,3.0,29
73,207.0,1,10000.0,10.0,White,12.0,12.0,12.0,2,7,2.0,1.0,1.0,21
62,105.0,0,0.0,0.0,White,12.0,13.6,13.7,1,1,1.0,2.0,2.0,48
70,176.0,1,6000.0,6.0,White,8.0,8.0,8.0,8,7,2.0,0.0,0.0,78
71,200.0,1,25000.0,25.0,White,12.0,13.6,13.7,5,1,2.0,2.0,2.0,80
65,200.0,0,17000.0,17.0,Hispanic,16.0,13.6,13.7,8,1,2.0,3.0,3.0,23
69,148.0,1,35000.0,35.0,Hispanic,16.0,16.0,16.0,8,1,2.0,0.0,0.0,65
77,203.0,1,28000.0,28.0,White,14.0,14.0,14.0,8,7,2.0,0.0,0.0,28
68,165.0,0,15000.0,15.0,White,12.0,13.6,13.7,6,3,1.0,1.0,1.0,33
62,110.0,0,20000.0,20.0,White,17.0,17.0,17.0,6,1,1.0,0.0,0.0,24
64,128.0,0,20000.0,20.0,White,12.0,12.0,12.0,4,1,2.0,3.0,3.0,29
67,150.0,1,10500.0,10.5,Hispanic,12.0,12.0,13.7,7,4,2.0,1.0,1.0,42
70,165.0,1,13000.0,13.0,White,16.0,16.0,16.0,7,7,2.0,2.0,2.0,22
62,123.0,0,10000.0,10.0,White,12.0,12.0,12.0,1,4,2.0,7.0,7.0,52
63,170.0,0,3000.0,3.0,White,12.0,12.0,13.7,8,3,2.0,5.0,5.0,37
62,116.0,0,24000.0,24.0,White,14.0,14.0,14.0,1,4,1.0,7.0,7.0,29
63,117.0,0,0.0,0.0,White,17.0,17.0,17.0,1,1,2.0,4.0,4.0,41
69,160.0,0,17000.0,17.0,White,13.0,13.0,13.0,1,1,1.0,7.0,7.0,35
64,122.0,0,11000.0,11.0,White,12.0,12.0,13.7,1,1,1.0,0.0,0.0,48
64,154.0,0,0.0,0.0,White,14.0,14.0,14.0,6,1,2.0,7.0,7.0,37
69,185.0,0,32000.0,32.0,White,14.0,14.0,14.0,1,4,1.0,4.0,4.0,40
59,95.0,0,17000.0,17.0,White,15.0,15.0,15.0,2,1,2.0,5.0,5.0,26
61,115.0,0,15000.0,15.0,White,16.0,16.0,16.0,5,6,2.0,0.0,0.0,47
60,125.0,0,25000.0,25.0,White,12.0,12.0,12.0,4,1,2.0,0.0,0.0,75
72,225.0,1,136500.0,136.5,White,12.0,12.0,12.0,4,4,2.0,0.0,0.0,49
66,156.3,0,3000.0,3.0,Other,12.0,12.0,13.7,7,7,2.0,7.0,7.0,35
63,160.0,0,15000.0,15.0,White,8.0,13.6,13.7,8,6,2.0,0.0,0.0,60
65,150.0,0,0.0,0.0,White,12.0,12.0,12.0,1,1,1.0,0.0,0.0,41
70,200.0,1,25000.0,25.0,White,18.0,18.0,18.0,8,1,2.0,1.0,1.0,58
72,250.0,1,5000.0,5.0,White,14.0,14.0,14.0,2,1,2.0,0.0,0.0,48
62,125.0,0,2100.0,2.1,Black,12.0,12.0,12.0,6,1,1.0,6.0,6.0,21
70,148.0,1,15000.0,15.0,Black,10.0,10.0,10.0,8,1,1.0,0.0,0.0,82
60,120.0,0,15000.0,15.0,White,13.0,13.6,13.0,8,1,2.0,0.0,0.0,76
66,140.0,0,15000.0,15.0,Black,12.0,12.0,12.0,2,1,2.0,3.0,3.0,29
64,160.0,1,15000.0,15.0,Hispanic,12.0,12.0,12.0,8,6,1.0,0.0,0.0,34
71,180.0,1,15000.0,15.0,White,16.0,16.0,16.0,2,6,2.0,2.0,2.0,23
73,250.0,1,5000.0,5.0,Black,12.0,12.0,12.0,7,5,1.0,0.0,0.0,27
75,180.0,1,3192.0,3.192,Black,11.0,11.0,11.0,8,7,1.0,0.0,0.0,34
62,110.0,0,15000.0,15.0,Other,12.0,12.0,12.0,6,1,2.0,0.0,0.0,25
63,123.0,0,17000.0,17.0,White,17.0,17.0,17.0,5,5,2.0,1.0,1.0,26
65,150.0,0,30000.0,30.0,White,13.0,13.0,13.0,7,7,2.0,7.0,7.0,28
70,135.0,1,15000.0,15.0,White,12.0,12.0,12.0,1,1,2.0,0.0,0.0,32
64,110.0,0,5000.0,5.0,White,16.0,16.0,16.0,7,6,2.0,0.0,0.0,26
68,170.0,0,24000.0,24.0,White,16.0,16.0,16.0,6,4,2.0,1.0,1.0,42
65,154.0,0,10000.0,10.0,White,14.0,14.0,14.0,8,1,2.0,0.0,0.0,67
69,150.0,1,50000.0,50.0,White,8.0,8.0,8.0,2,7,1.0,0.0,0.0,53
64,170.0,0,15000.0,15.0,White,11.0,13.6,13.7,1,1,2.0,0.0,0.0,77
72,168.0,1,50000.0,50.0,White,16.0,16.0,16.0,3,2,2.0,0.0,0.0,53
69,160.0,1,136500.0,136.5,White,12.0,12.0,12.0,8,2,1.0,0.0,0.0,38
64,150.0,0,20000.0,20.0,White,17.0,17.0,17.0,4,2,2.0,0.0,0.0,49
63,108.0,0,30000.0,30.0,Hispanic,18.0,18.0,18.0,7,2,2.0,0.0,0.0,54
68,122.0,0,5000.0,5.0,White,18.0,18.0,18.0,2,1,2.0,2.0,2.0,41
64,135.0,0,0.0,0.0,White,12.0,12.0,12.0,1,1,1.0,1.0,1.0,63
66,130.0,0,0.0,0.0,White,10.0,10.0,10.0,6,1,2.0,0.0,0.0,48
70,165.0,1,25000.0,25.0,White,12.0,12.0,12.0,1,1,2.0,0.0,0.0,37
63,134.0,0,0.0,0.0,White,5.0,13.6,5.0,7,1,2.0,0.0,0.0,58
73,180.0,0,22000.0,22.0,White,14.0,14.0,14.0,5,1,2.0,0.0,0.0,45
75,200.0,1,27000.0,27.0,White,12.0,12.0,12.0,1,7,2.0,0.0,0.0,24
65,210.0,0,4000.0,4.0,White,12.0,12.0,12.0,4,2,2.0,1.0,1.0,38
64,140.0,0,35000.0,35.0,White,16.0,16.0,16.0,8,4,2.0,0.0,0.0,41
66,160.0,0,17500.0,17.5,White,17.0,17.0,17.0,4,1,2.0,0.0,0.0,26
66,112.0,0,16500.0,16.5,White,14.0,14.0,14.0,7,6,2.0,3.0,3.0,28
64,190.0,0,28000.0,28.0,White,16.0,16.0,16.0,3,1,2.0,5.0,5.0,39
66,140.0,0,52000.0,52.0,White,18.0,18.0,18.0,2,5,2.0,0.0,0.0,50
64,108.0,0,15000.0,15.0,White,16.0,16.0,16.0,2,6,2.0,0.0,0.0,29
63,140.0,0,19000.0,19.0,White,13.0,13.0,13.0,8,7,2.0,2.0,2.0,32
63,125.0,0,0.0,0.0,White,13.0,13.0,13.0,8,4,2.0,0.0,0.0,44
67,132.0,0,5000.0,5.0,Black,12.0,12.0,13.7,3,1,2.0,2.0,2.0,19
69,135.0,0,15000.0,15.0,White,12.0,12.0,13.7,5,1,2.0,1.0,1.0,34
73,170.0,1,27000.0,27.0,White,12.0,12.0,12.0,6,6,1.0,2.0,2.0,23
72,171.0,1,15000.0,15.0,White,8.0,8.0,8.0,1,7,1.0,6.0,6.0,58
66,196.0,0,0.0,0.0,White,12.0,12.0,12.0,1,2,2.0,5.0,5.0,24
72,195.0,1,15000.0,15.0,White,14.0,14.0,14.0,8,5,2.0,1.0,1.0,33
64,150.0,0,14500.0,14.5,White,12.0,13.6,13.7,7,1,2.0,0.0,0.0,55
64,106.0,0,24000.0,24.0,White,13.0,13.0,13.0,2,1,2.0,0.0,0.0,30
61,115.0,0,5000.0,5.0,White,12.0,12.0,12.0,4,2,2.0,1.0,1.0,18
68,145.0,1,18000.0,18.0,White,15.0,15.0,15.0,7,7,2.0,0.0,0.0,36
62,118.0,0,4000.0,4.0,White,12.0,12.0,12.0,8,2,2.0,0.0,0.0,68
64,129.0,0,15000.0,15.0,White,12.0,13.6,13.7,6,1,2.0,0.0,0.0,85
69,156.3,0,4000.0,4.0,White,13.0,13.0,13.0,6,1,2.0,0.0,0.0,57
66,160.0,0,20000.0,20.0,White,15.0,15.0,15.0,4,7,2.0,0.0,0.0,53
60,98.0,0,700.0,0.7,White,12.0,12.0,12.0,8,1,2.0,7.0,7.0,36
64,123.0,0,25000.0,25.0,White,15.0,15.0,13.7,7,7,2.0,0.0,0.0,33
65,220.0,0,24000.0,24.0,White,12.0,12.0,12.0,4,1,2.0,2.0,2.0,91
60,125.0,0,15000.0,15.0,White,12.0,13.6,13.7,2,1,2.0,0.0,0.0,60
76,215.0,1,27000.0,27.0,White,12.0,12.0,12.0,7,7,2.0,0.0,0.0,39
72,156.3,0,12000.0,12.0,White,12.0,12.0,12.0,7,7,2.0,5.0,5.0,35
72,185.0,1,400000.0,400.0,White,12.0,12.0,12.0,5,4,2.0,6.0,6.0,33
62,145.0,0,22000.0,22.0,White,18.0,18.0,18.0,4,7,2.0,2.0,2.0,47
62,140.0,0,30000.0,30.0,White,13.0,13.0,13.0,1,1,2.0,1.0,1.0,36
70,160.0,1,45000.0,45.0,White,16.0,16.0,16.0,7,6,2.0,0.0,0.0,35
71,205.0,1,35000.0,35.0,White,12.0,12.0,12.0,8,3,2.0,0.0,0.0,61
74,195.0,1,20000.0,20.0,White,12.0,12.0,12.0,8,2,2.0,7.0,7.0,42
65,138.0,0,32000.0,32.0,White,16.0,16.0,16.0,5,1,2.0,0.0,0.0,32
63,160.0,0,6000.0,6.0,Other,12.0,12.0,12.0,4,1,1.0,2.0,2.0,31
67,150.0,0,12000.0,12.0,White,12.0,12.0,12.0,3,1,1.0,0.0,0.0,39
65,128.0,0,0.0,0.0,White,16.0,16.0,16.0,2,1,1.0,0.0,0.0,44
63,145.0,0,10000.0,10.0,White,12.0,12.0,12.0,3,1,2.0,1.0,1.0,31
65,126.0,0,1000.0,1.0,White,12.0,12.0,13.7,6,6,1.0,0.0,0.0,18
64,136.0,0,12000.0,12.0,White,15.0,13.6,13.7,7,6,1.0,0.0,0.0,71
65,140.0,0,16000.0,16.0,White,12.0,12.0,12.0,7,1,2.0,1.0,1.0,36
63,125.0,0,15000.0,15.0,White,13.0,13.0,13.0,7,1,2.0,2.0,2.0,27
68,240.0,0,0.0,0.0,White,16.0,16.0,16.0,8,1,2.0,5.0,5.0,41
63,140.0,0,25000.0,25.0,White,16.0,16.0,16.0,4,2,2.0,0.0,0.0,33
70,135.0,0,25000.0,25.0,White,12.0,12.0,13.7,5,7,2.0,2.0,2.0,27
68,180.0,1,32000.0,32.0,White,12.0,12.0,13.7,5,6,2.0,5.0,5.0,30
67,165.0,1,35000.0,35.0,White,14.0,14.0,14.0,1,5,2.0,0.0,0.0,43
68,130.0,1,25000.0,25.0,White,12.0,12.0,12.0,8,2,1.0,7.0,7.0,24
66,135.0,0,25000.0,25.0,White,12.0,12.0,12.0,3,1,2.0,2.0,2.0,23
65,125.0,0,6000.0,6.0,White,12.0,12.0,12.0,8,1,1.0,1.0,1.0,28
69,165.0,1,80000.0,80.0,White,14.0,14.0,14.0,4,3,1.0,0.0,0.0,44
68,145.0,0,20000.0,20.0,White,14.0,14.0,14.0,7,1,2.0,0.0,0.0,25
66,187.0,0,1000.0,1.0,White,17.0,17.0,17.0,2,1,2.0,0.0,0.0,38
71,165.0,1,28000.0,28.0,Hispanic,13.0,13.0,13.0,1,5,1.0,0.0,0.0,38
64,125.0,1,26000.0,26.0,Hispanic,16.0,16.0,16.0,7,7,2.0,0.0,0.0,23
74,210.0,1,27000.0,27.0,White,12.0,12.0,12.0,7,6,2.0,2.0,2.0,24
62,112.0,0,18000.0,18.0,White,13.0,13.0,13.0,5,3,2.0,2.0,2.0,41
65,200.0,0,2000.0,2.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,59
69,195.0,1,20000.0,20.0,White,12.0,12.0,12.0,4,5,2.0,0.0,0.0,66
72,185.0,1,15000.0,15.0,Black,12.0,12.0,12.0,8,2,2.0,2.0,2.0,19
66,221.0,0,6000.0,6.0,White,16.0,16.0,16.0,4,1,2.0,1.0,1.0,48
70,180.0,1,15000.0,15.0,White,11.0,11.0,11.0,8,4,2.0,0.0,0.0,32
61,170.0,0,15000.0,15.0,White,12.0,13.6,13.7,1,3,2.0,0.0,0.0,74
60,110.0,0,0.0,0.0,White,10.0,10.0,10.0,1,1,2.0,0.0,0.0,68
70,190.0,1,5000.0,5.0,White,12.0,12.0,12.0,2,4,2.0,2.0,2.0,19
73,130.0,0,5000.0,5.0,White,11.0,11.0,11.0,8,7,1.0,0.0,0.0,21
66,160.0,0,15000.0,15.0,White,12.0,12.0,12.0,7,1,2.0,1.0,1.0,74
57,130.0,0,45000.0,45.0,Hispanic,12.0,12.0,12.0,2,1,2.0,0.0,0.0,36
67,210.0,1,25000.0,25.0,White,11.0,11.0,11.0,8,7,2.0,0.0,0.0,63
73,180.0,1,12000.0,12.0,White,12.0,13.6,13.7,8,3,2.0,0.0,0.0,29
65,115.0,0,0.0,0.0,White,18.0,18.0,18.0,4,5,2.0,3.0,3.0,26
62,120.0,0,15000.0,15.0,White,12.0,12.0,12.0,6,1,2.0,0.0,0.0,45
76,165.0,1,12000.0,12.0,White,12.0,12.0,13.7,8,1,1.0,0.0,0.0,57
70,175.0,1,30000.0,30.0,White,14.0,14.0,14.0,8,5,2.0,0.0,0.0,76
64,160.0,0,0.0,0.0,White,12.0,12.0,12.0,6,6,2.0,2.0,2.0,30
63,130.0,0,4000.0,4.0,Black,15.0,15.0,15.0,4,4,2.0,4.0,4.0,22
67,185.0,0,5000.0,5.0,Black,11.0,11.0,11.0,8,1,2.0,2.0,2.0,18
63,115.0,0,26000.0,26.0,Black,13.0,13.0,13.0,7,7,2.0,0.0,0.0,37
69,190.0,0,5000.0,5.0,White,9.0,9.0,13.7,8,4,2.0,0.0,0.0,53
67,200.0,0,15000.0,15.0,White,9.0,9.0,9.0,1,1,1.0,7.0,7.0,23
66,180.0,0,15000.0,15.0,Black,12.0,12.0,12.0,4,4,1.0,7.0,7.0,30
61,140.0,0,5000.0,5.0,Black,12.0,12.0,12.0,7,7,2.0,1.0,1.0,25
70,164.0,1,23000.0,23.0,Black,12.0,12.0,12.0,8,7,1.0,4.0,4.0,35
71,175.0,1,21000.0,21.0,White,12.0,12.0,12.0,8,1,1.0,7.0,7.0,33
65,135.0,0,25000.0,25.0,White,12.0,12.0,12.0,5,1,2.0,3.0,3.0,62
70,157.0,1,18000.0,18.0,White,16.0,13.6,16.0,4,1,2.0,1.0,1.0,75
63,150.0,0,4000.0,4.0,White,13.0,13.0,13.0,4,6,2.0,0.0,0.0,44
64,116.0,0,23900.0,23.9,White,12.0,12.0,12.0,8,7,2.0,2.0,2.0,22
68,145.0,1,35000.0,35.0,White,12.0,13.6,13.7,8,5,2.0,0.0,0.0,68
64,123.0,0,35000.0,35.0,White,18.0,18.0,18.0,3,6,2.0,1.0,1.0,40
67,140.0,1,26000.0,26.0,White,14.0,14.0,14.0,1,4,1.0,3.0,3.0,30
66,172.0,1,25000.0,25.0,White,16.0,16.0,16.0,2,2,2.0,1.0,1.0,36
68,118.0,0,23500.0,23.5,White,13.0,13.0,13.0,2,4,1.0,7.0,7.0,27
65,135.0,0,12000.0,12.0,White,12.0,12.0,12.0,1,1,2.0,1.0,1.0,22
67,140.0,0,15000.0,15.0,White,12.0,12.0,12.0,5,6,2.0,2.0,2.0,20
61,165.0,0,25000.0,25.0,White,8.0,13.6,13.7,7,1,2.0,0.0,0.0,67
73,210.0,1,3000.0,3.0,White,17.0,17.0,17.0,5,6,2.0,0.0,0.0,23
63,200.0,0,15000.0,15.0,White,12.0,12.0,12.0,2,1,2.0,0.0,0.0,68
66,145.0,0,20000.0,20.0,White,12.0,12.0,12.0,1,7,2.0,0.0,0.0,37
64,200.0,0,6000.0,6.0,White,12.0,12.0,12.0,8,1,2.0,2.0,2.0,67
71,160.0,1,14000.0,14.0,White,12.0,12.0,12.0,1,1,2.0,0.0,0.0,69
63,123.0,0,15000.0,15.0,White,16.0,16.0,16.0,3,1,2.0,2.0,2.0,31
71,180.0,1,175000.0,175.0,White,16.0,16.0,16.0,8,5,2.0,2.0,2.0,48
63,118.0,0,0.0,0.0,White,12.0,12.0,12.0,3,1,1.0,1.0,1.0,51
64,128.0,0,62000.0,62.0,White,16.0,16.0,16.0,5,1,2.0,1.0,1.0,70
73,170.0,1,1000.0,1.0,White,18.0,18.0,18.0,7,7,2.0,3.0,3.0,25
65,140.0,0,10000.0,10.0,White,14.0,14.0,14.0,6,2,2.0,0.0,0.0,63
66,120.0,1,45000.0,45.0,White,13.0,13.6,13.0,4,1,2.0,0.0,0.0,82
66,120.0,0,15000.0,15.0,White,12.0,13.6,13.7,1,1,1.0,0.0,0.0,81
60,135.0,0,45000.0,45.0,White,15.0,15.0,15.0,8,1,2.0,0.0,0.0,79
68,165.0,0,50000.0,50.0,White,18.0,18.0,18.0,4,1,1.0,2.0,2.0,52
59,140.0,0,20000.0,20.0,White,13.0,13.0,13.7,8,1,2.0,4.0,4.0,41
70,215.0,1,5000.0,5.0,White,12.0,12.0,12.0,2,6,1.0,2.0,2.0,42
70,165.0,1,35000.0,35.0,White,16.0,16.0,16.0,1,7,2.0,2.0,2.0,30
72,152.0,1,40000.0,40.0,White,16.0,16.0,16.0,4,7,2.0,0.0,0.0,28
64,135.0,0,35000.0,35.0,White,12.0,12.0,12.0,8,7,2.0,0.0,0.0,72
72,200.0,1,25000.0,25.0,White,12.0,12.0,12.0,8,2,1.0,1.0,1.0,33
66,170.0,0,50000.0,50.0,White,16.0,16.0,16.0,4,4,2.0,0.0,0.0,54
70,205.0,1,100000.0,100.0,White,18.0,18.0,18.0,5,1,1.0,0.0,0.0,57
69,145.0,1,35000.0,35.0,White,13.0,13.6,13.7,1,7,1.0,0.0,0.0,28
66,115.0,0,0.0,0.0,White,12.0,12.0,12.0,5,5,2.0,2.0,2.0,51
68,175.0,0,24000.0,24.0,White,12.0,12.0,12.0,3,1,1.0,0.0,0.0,35
64,120.0,0,0.0,0.0,White,12.0,12.0,12.0,4,1,1.0,4.0,4.0,30
67,140.0,0,25000.0,25.0,White,14.0,14.0,14.0,8,1,2.0,2.0,2.0,35
63,124.0,0,0.0,0.0,White,12.0,12.0,13.7,2,1,2.0,0.0,0.0,60
74,268.0,1,35000.0,35.0,White,17.0,17.0,17.0,6,1,1.0,0.0,0.0,43
73,230.0,1,38000.0,38.0,White,16.0,13.6,13.7,7,5,2.0,0.0,0.0,74
70,200.0,1,35000.0,35.0,White,13.0,13.0,13.0,8,4,1.0,0.0,0.0,29
60,130.0,0,25000.0,25.0,White,8.0,8.0,8.0,8,1,2.0,0.0,0.0,76
67,160.0,1,30000.0,30.0,White,12.0,12.0,12.0,8,6,2.0,0.0,0.0,52
64,136.0,0,5000.0,5.0,Hispanic,12.0,12.0,13.7,5,1,2.0,2.0,2.0,39
67,160.0,1,148000.0,148.0,White,18.0,18.0,18.0,1,4,2.0,0.0,0.0,38
70,165.0,1,30000.0,30.0,White,12.0,12.0,12.0,2,1,2.0,0.0,0.0,32
64,120.0,0,6500.0,6.5,White,15.0,15.0,15.0,8,6,2.0,1.0,1.0,31
62,95.0,0,3000.0,3.0,White,16.0,16.0,16.0,8,2,2.0,7.0,7.0,37
72,175.0,1,25000.0,25.0,White,15.0,15.0,13.7,8,1,1.0,0.0,0.0,75
66,200.0,0,0.0,0.0,White,8.0,13.6,8.0,1,1,1.0,2.0,2.0,53
69,230.0,1,23000.0,23.0,White,18.0,18.0,18.0,3,6,2.0,0.0,0.0,69
82,175.0,1,45000.0,45.0,White,18.0,13.6,18.0,4,1,2.0,1.0,1.0,65
63,150.0,0,35000.0,35.0,White,16.0,16.0,16.0,8,1,2.0,0.0,0.0,36
68,155.0,1,40000.0,40.0,White,17.0,17.0,17.0,8,6,2.0,2.0,2.0,41
72,180.0,1,30000.0,30.0,White,14.0,14.0,14.0,8,2,2.0,1.0,1.0,39
63,210.0,0,0.0,0.0,White,14.0,14.0,14.0,8,2,1.0,7.0,7.0,29
63,210.0,0,14000.0,14.0,White,12.0,12.0,13.7,6,5,1.0,0.0,0.0,37
69,156.3,0,15000.0,15.0,White,12.0,12.0,12.0,8,1,2.0,7.0,7.0,34
64,120.0,0,26000.0,26.0,White,18.0,18.0,18.0,4,2,1.0,0.0,0.0,36
71,195.0,0,8000.0,8.0,White,12.0,12.0,12.0,8,7,1.0,7.0,7.0,25
64,123.0,0,24000.0,24.0,Black,16.0,16.0,16.0,8,6,1.0,4.0,4.0,27
72,135.0,1,0.0,0.0,White,8.0,8.0,8.0,5,5,1.0,0.0,0.0,20
62,125.0,0,0.0,0.0,White,12.0,12.0,12.0,8,2,1.0,7.0,7.0,25
66,180.0,0,0.0,0.0,White,10.0,10.0,10.0,8,5,2.0,3.0,3.0,38
